timestamp,location_name,coordinates,lat,lon,speed,free_flow_speed,vehicle_count,confidence,road_closure
2026-05-10T07:30:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,17,65,89,0.950478,False
2026-05-10T07:45:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,34,62,56,0.880294,False
2026-05-10T08:00:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,32,79,64,0.928009,False
2026-05-10T08:15:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,10,70,102,0.97471,False
2026-05-10T08:30:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,18,58,59,0.975115,False
2026-05-10T08:45:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,20,68,63,0.867359,False
2026-05-10T09:00:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,35,57,88,0.899877,False
2026-05-10T09:15:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,28,65,89,0.90672,False
2026-05-10T09:30:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,20,73,70,0.932575,False
2026-05-10T09:45:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,15,78,53,0.880366,False
2026-05-10T10:00:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,18,77,115,0.87747,False
2026-05-10T10:15:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,10,60,76,0.945636,False
2026-05-10T10:30:00,Salah Salem,"30.0645,31.282",30.0645,31.282,10,79,98,0.938674,False
2026-05-10T10:45:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,13,56,50,0.950852,False
2026-05-10T11:00:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,53,67,53,0.952059,False
2026-05-10T11:15:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,25,76,41,0.884302,False
2026-05-10T11:30:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,64,66,26,0.990641,False
2026-05-10T11:45:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,45,79,37,0.924704,False
2026-05-10T12:00:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,48,63,46,0.857354,False
2026-05-10T12:15:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,48,79,50,0.869403,False
2026-05-10T12:30:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,56,79,66,0.991316,False
2026-05-10T12:45:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,51,78,17,0.900392,False
2026-05-10T13:00:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,41,59,15,0.894347,False
2026-05-10T13:15:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,30,57,62,0.90779,False
2026-05-10T13:30:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,45,73,11,0.996938,False
2026-05-10T13:45:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,65,65,61,0.851156,False
2026-05-10T14:00:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,26,67,65,0.9939,False
2026-05-10T14:15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,55,66,78,0.897562,False
2026-05-10T14:30:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,30,64,30,0.850983,False
2026-05-10T14:45:00,Salah Salem,"30.0645,31.282",30.0645,31.282,57,66,65,0.883607,False
2026-05-10T15:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,27,55,65,0.953452,False
2026-05-10T15:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,52,75,80,0.979302,False
2026-05-10T15:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,32,61,21,0.877328,False
2026-05-10T15:45:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,64,64,55,0.868611,False
2026-05-10T16:00:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,22,56,113,0.870656,False
2026-05-10T16:15:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,35,70,73,0.928311,False
2026-05-10T16:30:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,34,68,95,0.881694,False
2026-05-10T16:45:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,16,77,94,0.954056,False
2026-05-10T17:00:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,34,60,65,0.88592,False
2026-05-10T17:15:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,28,73,61,0.9184,False
2026-05-10T17:30:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,18,63,71,0.871619,False
2026-05-10T17:45:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,29,77,108,0.935724,False
2026-05-10T18:00:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,23,76,66,0.877303,False
2026-05-10T18:15:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,20,73,67,0.93037,False
2026-05-10T18:30:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,13,72,56,0.8831,False
2026-05-10T18:45:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,18,70,118,0.952152,False
2026-05-10T19:00:00,Salah Salem,"30.0645,31.282",30.0645,31.282,24,73,69,0.872266,False
2026-05-10T19:15:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,20,78,114,0.916942,False
2026-05-10T19:30:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,35,68,110,0.91725,False
2026-05-10T19:45:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,18,60,51,0.915289,False
2026-05-10T20:00:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,23,60,120,0.993213,False
2026-05-10T20:15:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,23,68,62,0.924478,False
2026-05-10T20:30:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,30,80,40,0.986439,False
2026-05-10T20:45:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,13,76,106,0.863112,False
2026-05-10T21:00:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,62,62,24,0.94621,False
2026-05-10T21:15:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,50,60,73,0.903742,False
2026-05-10T21:30:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,58,66,30,0.962142,False
2026-05-10T21:45:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,29,72,49,0.901946,False
2026-05-10T22:00:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,52,80,35,0.920438,False
2026-05-10T22:15:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,32,71,69,0.853526,False
2026-05-10T22:30:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,28,69,11,0.964574,False
2026-05-10T22:45:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,30,56,35,0.999284,False
2026-05-10T23:00:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,53,60,15,0.87546,False
2026-05-10T23:15:00,Salah Salem,"30.0645,31.282",30.0645,31.282,32,79,64,0.949364,False
2026-05-10T23:30:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,33,56,19,0.943681,False
2026-05-10T23:45:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,50,75,14,0.973008,False
2026-05-11T00:00:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,48,68,34,0.983657,False
2026-05-11T00:15:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,45,65,65,0.919612,False
2026-05-11T00:30:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,63,66,76,0.962784,False
2026-05-11T00:45:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,42,57,32,0.988788,False
2026-05-11T01:00:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,50,60,21,0.967312,False
2026-05-11T01:15:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,60,60,74,0.88135,False
2026-05-11T01:30:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,47,66,57,0.874248,False
2026-05-11T01:45:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,56,76,32,0.981336,False
2026-05-11T02:00:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,60,71,26,0.891698,False
2026-05-11T02:15:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,65,78,65,0.989545,False
2026-05-11T02:30:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,53,71,22,0.967097,False
2026-05-11T02:45:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,65,65,55,0.907784,False
2026-05-11T03:00:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,45,58,70,0.943623,False
2026-05-11T03:15:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,36,56,26,0.992501,False
2026-05-11T03:30:00,Salah Salem,"30.0645,31.282",30.0645,31.282,30,72,73,0.971805,False
2026-05-11T03:45:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,35,80,57,0.879583,False
2026-05-11T04:00:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,42,75,39,0.94275,False
2026-05-11T04:15:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,25,63,52,0.960126,False
2026-05-11T04:30:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,26,66,18,0.9399,False
2026-05-11T04:45:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,45,55,16,0.866022,False
2026-05-11T05:00:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,25,78,26,0.977652,False
2026-05-11T05:15:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,31,57,77,0.937469,False
2026-05-11T05:30:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,49,73,68,0.861315,False
2026-05-11T05:45:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,63,68,18,0.932941,False
2026-05-11T06:00:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,62,62,62,0.933982,False
2026-05-11T06:15:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,53,72,59,0.918264,False
2026-05-11T06:30:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,64,80,71,0.942369,False
2026-05-11T06:45:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,48,59,25,0.931766,False
2026-05-11T07:00:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,22,56,104,0.853276,False
2026-05-11T07:15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,18,65,96,0.879991,False
2026-05-11T07:30:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,14,77,111,0.888456,False
2026-05-11T07:45:00,Salah Salem,"30.0645,31.282",30.0645,31.282,28,64,96,0.894457,False
2026-05-11T08:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,31,66,50,0.873061,False
2026-05-11T08:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,14,58,75,0.947278,False
2026-05-11T08:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,26,61,114,0.99321,False
2026-05-11T08:45:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,21,80,65,0.916898,False
2026-05-11T09:00:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,18,62,69,0.94946,False
2026-05-11T09:15:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,28,63,68,0.932066,False
2026-05-11T09:30:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,15,70,94,0.966761,False
2026-05-11T09:45:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,18,71,86,0.95804,False
2026-05-11T10:00:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,13,68,106,0.919015,False
2026-05-11T10:15:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,34,71,77,0.879693,False
2026-05-11T10:30:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,32,74,86,0.927078,False
2026-05-11T10:45:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,18,76,106,0.865513,False
2026-05-11T11:00:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,64,74,73,0.925996,False
2026-05-11T11:15:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,51,64,36,0.917873,False
2026-05-11T11:30:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,43,80,76,0.925877,False
2026-05-11T11:45:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,41,74,17,0.911885,False
2026-05-11T12:00:00,Salah Salem,"30.0645,31.282",30.0645,31.282,61,63,28,0.877465,False
2026-05-11T12:15:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,61,77,37,0.909705,False
2026-05-11T12:30:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,36,78,16,0.943348,False
2026-05-11T12:45:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,38,70,64,0.854853,False
2026-05-11T13:00:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,35,77,40,0.972137,False
2026-05-11T13:15:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,41,75,66,0.85293,False
2026-05-11T13:30:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,64,64,42,0.896595,False
2026-05-11T13:45:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,61,68,54,0.959656,False
2026-05-11T14:00:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,40,64,57,0.990318,False
2026-05-11T14:15:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,52,78,15,0.89979,False
2026-05-11T14:30:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,54,74,68,0.897885,False
2026-05-11T14:45:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,38,63,57,0.936738,False
2026-05-11T15:00:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,30,71,33,0.855618,False
2026-05-11T15:15:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,51,70,29,0.91203,False
2026-05-11T15:30:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,34,59,26,0.929171,False
2026-05-11T15:45:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,34,64,54,0.951989,False
2026-05-11T16:00:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,26,75,109,0.899345,False
2026-05-11T16:15:00,Salah Salem,"30.0645,31.282",30.0645,31.282,31,80,75,0.924251,False
2026-05-11T16:30:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,11,73,70,0.934852,False
2026-05-11T16:45:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,16,76,79,0.852567,False
2026-05-11T17:00:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,21,80,53,0.891065,False
2026-05-11T17:15:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,27,64,105,0.92775,False
2026-05-11T17:30:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,16,56,79,0.930315,False
2026-05-11T17:45:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,19,71,99,0.928829,False
2026-05-11T18:00:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,13,79,120,0.899613,False
2026-05-11T18:15:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,28,64,76,0.989139,False
2026-05-11T18:30:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,18,79,104,0.879373,False
2026-05-11T18:45:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,22,78,48,0.951828,False
2026-05-11T19:00:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,23,61,106,0.860602,False
2026-05-11T19:15:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,30,76,62,0.866095,False
2026-05-11T19:30:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,30,73,89,0.985107,False
2026-05-11T19:45:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,17,73,99,0.890122,False
2026-05-11T20:00:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,10,67,104,0.895938,False
2026-05-11T20:15:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,18,64,44,0.880698,False
2026-05-11T20:30:00,Salah Salem,"30.0645,31.282",30.0645,31.282,31,55,92,0.994484,False
2026-05-11T20:45:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,14,71,61,0.99673,False
2026-05-11T21:00:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,56,58,13,0.95617,False
2026-05-11T21:15:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,32,77,53,0.997288,False
2026-05-11T21:30:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,25,67,30,0.941202,False
2026-05-11T21:45:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,49,73,17,0.939477,False
2026-05-11T22:00:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,57,59,36,0.977283,False
2026-05-11T22:15:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,30,69,69,0.987132,False
2026-05-11T22:30:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,44,70,50,0.973714,False
2026-05-11T22:45:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,30,60,12,0.931069,False
2026-05-11T23:00:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,26,60,54,0.981466,False
2026-05-11T23:15:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,53,58,13,0.902002,False
2026-05-11T23:30:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,48,56,26,0.870644,False
2026-05-11T23:45:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,36,59,70,0.855603,False
2026-05-12T00:00:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,34,72,41,0.886033,False
2026-05-12T00:15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,44,76,18,0.868975,False
2026-05-12T00:30:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,62,72,65,0.862097,False
2026-05-12T00:45:00,Salah Salem,"30.0645,31.282",30.0645,31.282,37,58,17,0.902841,False
2026-05-12T01:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,55,75,11,0.873056,False
2026-05-12T01:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,36,57,21,0.991362,False
2026-05-12T01:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,31,56,51,0.95845,False
2026-05-12T01:45:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,44,55,44,0.869372,False
2026-05-12T02:00:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,28,77,51,0.872795,False
2026-05-12T02:15:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,60,63,28,0.91217,False
2026-05-12T02:30:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,51,72,39,0.89952,False
2026-05-12T02:45:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,41,72,35,0.940765,False
2026-05-12T03:00:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,28,80,58,0.910575,False
2026-05-12T03:15:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,31,61,45,0.957274,False
2026-05-12T03:30:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,27,74,32,0.872226,False
2026-05-12T03:45:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,65,65,35,0.856159,False
2026-05-12T04:00:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,38,71,63,0.935482,False
2026-05-12T04:15:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,57,57,78,0.862276,False
2026-05-12T04:30:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,63,67,15,0.924886,False
2026-05-12T04:45:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,65,65,62,0.881366,False
2026-05-12T05:00:00,Salah Salem,"30.0645,31.282",30.0645,31.282,30,66,63,0.908955,False
2026-05-12T05:15:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,29,80,51,0.911639,False
2026-05-12T05:30:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,42,73,72,0.996935,False
2026-05-12T05:45:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,32,65,78,0.975916,False
2026-05-12T06:00:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,62,66,66,0.944046,False
2026-05-12T06:15:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,61,61,80,0.8805,False
2026-05-12T06:30:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,31,56,71,0.911329,False
2026-05-12T06:45:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,57,59,43,0.857982,False
2026-05-12T07:00:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,22,55,62,0.974711,False
2026-05-12T07:15:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,23,74,119,0.887838,False
2026-05-12T07:30:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,26,55,73,0.940606,False
2026-05-12T07:45:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,17,76,50,0.917604,False
2026-05-12T08:00:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,35,79,99,0.979521,False
2026-05-12T08:15:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,13,78,44,0.853953,False
2026-05-12T08:30:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,32,71,58,0.973917,False
2026-05-12T08:45:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,12,59,95,0.985423,False
2026-05-12T09:00:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,26,69,102,0.884185,False
2026-05-12T09:15:00,Salah Salem,"30.0645,31.282",30.0645,31.282,25,73,103,0.926006,False
2026-05-12T09:30:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,15,77,82,0.871573,False
2026-05-12T09:45:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,19,80,97,0.916337,False
2026-05-12T10:00:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,13,62,105,0.979324,False
2026-05-12T10:15:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,27,65,82,0.960335,False
2026-05-12T10:30:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,25,61,65,0.916078,False
2026-05-12T10:45:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,24,76,86,0.912263,False
2026-05-12T11:00:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,60,60,14,0.912653,False
2026-05-12T11:15:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,44,61,63,0.854684,False
2026-05-12T11:30:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,28,71,71,0.896305,False
2026-05-12T11:45:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,36,59,44,0.892131,False
2026-05-12T12:00:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,45,68,66,0.94522,False
2026-05-12T12:15:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,49,71,33,0.920851,False
2026-05-12T12:30:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,52,64,61,0.902864,False
2026-05-12T12:45:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,42,68,75,0.851556,False
2026-05-12T13:00:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,61,79,18,0.871439,False
2026-05-12T13:15:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,59,62,60,0.897529,False
2026-05-12T13:30:00,Salah Salem,"30.0645,31.282",30.0645,31.282,30,55,74,0.861699,False
2026-05-12T13:45:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,25,77,20,0.892816,False
2026-05-12T14:00:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,35,62,79,0.856835,False
2026-05-12T14:15:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,54,67,67,0.986172,False
2026-05-12T14:30:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,26,79,61,0.892661,False
2026-05-12T14:45:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,52,63,74,0.934993,False
2026-05-12T15:00:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,37,79,42,0.936678,False
2026-05-12T15:15:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,46,63,56,0.980403,False
2026-05-12T15:30:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,63,71,17,0.883203,False
2026-05-12T15:45:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,48,61,19,0.919273,False
2026-05-12T16:00:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,12,79,82,0.866509,False
2026-05-12T16:15:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,22,71,45,0.898769,False
2026-05-12T16:30:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,32,79,88,0.862511,False
2026-05-12T16:45:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,23,60,65,0.952247,False
2026-05-12T17:00:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,19,56,97,0.920524,False
2026-05-12T17:15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,18,71,85,0.937528,False
2026-05-12T17:30:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,15,68,111,0.983833,False
2026-05-12T17:45:00,Salah Salem,"30.0645,31.282",30.0645,31.282,28,69,53,0.861322,False
2026-05-12T18:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,34,72,64,0.888597,False
2026-05-12T18:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,28,75,82,0.982036,False
2026-05-12T18:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,19,59,77,0.958814,False
2026-05-12T18:45:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,11,58,77,0.868993,False
2026-05-12T19:00:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,15,73,81,0.949991,False
2026-05-12T19:15:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,32,67,60,0.997634,False
2026-05-12T19:30:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,16,79,46,0.917803,False
2026-05-12T19:45:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,19,74,99,0.85723,False
2026-05-12T20:00:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,14,72,47,0.905778,False
2026-05-12T20:15:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,21,68,91,0.921857,False
2026-05-12T20:30:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,18,80,44,0.870109,False
2026-05-12T20:45:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,24,66,97,0.915801,False
2026-05-12T21:00:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,57,67,66,0.913916,False
2026-05-12T21:15:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,30,64,14,0.861237,False
